time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-05 00:00:00+00:00,12,10,490,62
2024-03-06 00:00:00+00:00,21,12,284,44
2024-03-07 00:00:00+00:00,8,6,375,42
2024-03-08 00:00:00+00:00,53,13,777,49
2024-03-09 00:00:00+00:00,27,15,112,60
2024-03-10 00:00:00+00:00,2,2,86,69
2024-03-11 00:00:00+00:00,25,12,460,53
2024-03-12 00:00:00+00:00,17,12,517,45
2024-03-13 00:00:00+00:00,2,2,197,49
2024-03-14 00:00:00+00:00,3,3,161,40
2024-03-15 00:00:00+00:00,3,3,132,40
2024-03-16 00:00:00+00:00,2,2,165,21
2024-03-17 00:00:00+00:00,1,1,33,11
2024-03-18 00:00:00+00:00,3,3,167,45
