time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-02 00:00:00+00:00,,,90,38
2025-01-03 00:00:00+00:00,2.0,2.0,107,23
2025-01-04 00:00:00+00:00,1.0,1.0,54,26
2025-01-05 00:00:00+00:00,4.0,3.0,41,24
2025-01-06 00:00:00+00:00,6.0,4.0,100,49
2025-01-07 00:00:00+00:00,5.0,5.0,93,38
2025-01-08 00:00:00+00:00,7.0,6.0,235,56
2025-01-09 00:00:00+00:00,8.0,6.0,100,56
2025-01-10 00:00:00+00:00,1.0,1.0,76,46
2025-01-11 00:00:00+00:00,5.0,2.0,48,27
2025-01-12 00:00:00+00:00,2.0,1.0,13,11
2025-01-13 00:00:00+00:00,2.0,2.0,95,45
2025-01-14 00:00:00+00:00,,,79,28
2025-01-15 00:00:00+00:00,20.0,10.0,122,43
