time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-17 00:00:00+00:00,9.0,6.0,117,37
2025-03-18 00:00:00+00:00,2.0,2.0,130,50
2025-03-19 00:00:00+00:00,3.0,3.0,153,33
2025-03-20 00:00:00+00:00,12.0,5.0,109,43
2025-03-21 00:00:00+00:00,3.0,3.0,86,32
2025-03-22 00:00:00+00:00,4.0,4.0,39,20
2025-03-23 00:00:00+00:00,6.0,3.0,16,8
2025-03-24 00:00:00+00:00,6.0,3.0,93,54
2025-03-25 00:00:00+00:00,7.0,5.0,55,29
2025-03-26 00:00:00+00:00,2.0,2.0,66,41
2025-03-27 00:00:00+00:00,3.0,3.0,157,58
2025-03-28 00:00:00+00:00,14.0,7.0,88,40
2025-03-29 00:00:00+00:00,16.0,14.0,53,16
2025-03-30 00:00:00+00:00,,,30,11
