time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-19 00:00:00+00:00,8.0,5.0,311,60
2024-06-20 00:00:00+00:00,2.0,2.0,272,64
2024-06-21 00:00:00+00:00,2.0,2.0,174,49
2024-06-22 00:00:00+00:00,5.0,4.0,86,21
2024-06-23 00:00:00+00:00,2.0,2.0,168,14
2024-06-24 00:00:00+00:00,2.0,2.0,447,78
2024-06-25 00:00:00+00:00,2.0,1.0,288,66
2024-06-26 00:00:00+00:00,4.0,3.0,325,68
2024-06-27 00:00:00+00:00,7.0,4.0,415,75
2024-06-28 00:00:00+00:00,1.0,1.0,254,64
2024-06-29 00:00:00+00:00,,,88,23
2024-06-30 00:00:00+00:00,,,34,15
2024-07-01 00:00:00+00:00,1.0,1.0,113,38
2024-07-02 00:00:00+00:00,,,211,53
