time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-16 00:00:00+00:00,5,3,46,14
2025-03-17 00:00:00+00:00,9,6,117,37
2025-03-18 00:00:00+00:00,2,2,130,50
2025-03-19 00:00:00+00:00,3,3,153,33
2025-03-20 00:00:00+00:00,12,5,109,43
2025-03-21 00:00:00+00:00,3,3,86,32
2025-03-22 00:00:00+00:00,4,4,39,20
2025-03-23 00:00:00+00:00,6,3,16,8
2025-03-24 00:00:00+00:00,6,3,93,54
2025-03-25 00:00:00+00:00,7,5,55,29
2025-03-26 00:00:00+00:00,2,2,66,41
2025-03-27 00:00:00+00:00,3,3,157,58
2025-03-28 00:00:00+00:00,14,7,88,40
2025-03-29 00:00:00+00:00,10,10,53,16
