time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-27 00:00:00+00:00,7,3,240,24
2024-04-28 00:00:00+00:00,8,4,116,32
2024-04-29 00:00:00+00:00,8,4,143,42
2024-04-30 00:00:00+00:00,1,1,139,42
2024-05-01 00:00:00+00:00,1,1,46,12
2024-05-02 00:00:00+00:00,1,1,46,14
2024-05-03 00:00:00+00:00,3,3,122,21
2024-05-04 00:00:00+00:00,3,3,49,13
2024-05-05 00:00:00+00:00,1,1,142,28
2024-05-06 00:00:00+00:00,27,15,295,42
2024-05-07 00:00:00+00:00,3,3,177,35
2024-05-08 00:00:00+00:00,34,14,404,63
2024-05-09 00:00:00+00:00,15,10,316,61
2024-05-10 00:00:00+00:00,2,1,137,51
