time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-06 00:00:00+00:00,,,26,10
2024-10-07 00:00:00+00:00,2.0,2.0,17,15
2024-10-08 00:00:00+00:00,6.0,4.0,152,46
2024-10-09 00:00:00+00:00,4.0,3.0,155,58
2024-10-10 00:00:00+00:00,2.0,2.0,143,40
2024-10-11 00:00:00+00:00,22.0,10.0,191,42
2024-10-12 00:00:00+00:00,13.0,7.0,99,33
2024-10-13 00:00:00+00:00,1.0,1.0,24,18
2024-10-14 00:00:00+00:00,18.0,11.0,201,65
2024-10-15 00:00:00+00:00,2.0,2.0,135,51
2024-10-16 00:00:00+00:00,,,95,39
2024-10-17 00:00:00+00:00,6.0,4.0,196,51
2024-10-18 00:00:00+00:00,3.0,2.0,93,41
2024-10-19 00:00:00+00:00,1.0,1.0,54,25
