time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-02 00:00:00+00:00,3.0,3.0,164,55
2024-12-03 00:00:00+00:00,5.0,3.0,124,39
2024-12-04 00:00:00+00:00,1.0,1.0,88,42
2024-12-05 00:00:00+00:00,1.0,1.0,135,68
2024-12-06 00:00:00+00:00,8.0,4.0,326,223
2024-12-07 00:00:00+00:00,3.0,1.0,598,430
2024-12-08 00:00:00+00:00,2.0,1.0,1542,768
2024-12-09 00:00:00+00:00,15.0,7.0,2888,1956
2024-12-10 00:00:00+00:00,3.0,2.0,1930,1153
2024-12-11 00:00:00+00:00,4.0,4.0,707,537
2024-12-12 00:00:00+00:00,2.0,2.0,294,186
2024-12-13 00:00:00+00:00,5.0,3.0,263,63
2024-12-14 00:00:00+00:00,5.0,3.0,51,22
2024-12-15 00:00:00+00:00,,,26,17
