time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-08 00:00:00+00:00,26,17,24,17
2025-11-09 00:00:00+00:00,21,8,7,6
2025-11-10 00:00:00+00:00,81,35,106,32
2025-11-11 00:00:00+00:00,63,23,110,39
2025-11-12 00:00:00+00:00,59,28,131,39
2025-11-13 00:00:00+00:00,10,8,50,28
2025-11-14 00:00:00+00:00,17,10,67,28
2025-11-15 00:00:00+00:00,11,8,38,25
2025-11-16 00:00:00+00:00,4,4,33,21
2025-11-17 00:00:00+00:00,9,9,92,31
2025-11-18 00:00:00+00:00,10,10,54,27
2025-11-19 00:00:00+00:00,7,7,29,26
2025-11-20 00:00:00+00:00,19,17,67,35
2025-11-21 00:00:00+00:00,3,3,121,28
